stock_code,公司名稱,stock_name,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數,上市上櫃
6919,康霈生技股份有限公司,康霈*,－ ,22,新北市汐止區新台五路一段99號32樓之9,53942917,徐坴暉,凌玉芳,凌玉芳,執行長,張慧敏,02-2697-1355,20121022,20241002,新台幣                  0.5000元,775508930,0,0,1,元大證券股份有限公司股務代理部,02-25865859,台北市大安區敦化南路二段67號B1,安侯建業聯合會計師事務所,傅泓文會計師,洪士剛會計師,Caliway,"32F-9, No.99, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan",02-2697-2508,IR@caliwaybiopharma.com,www.caliwaybiopharma.com,1551017860,上市
6923,中台資源科技股份有限公司,中台,－ ,35,桃園市觀音區大潭里環科路328號,12862116,鄭光傑,張&#21843;達,張&#21843;達,總經理,石修瑋,02-23975801,20010509,20240925,新台幣                 10.0000元,918880000,0,0,1,元大證券股份有限公司,02 -25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,邱鏞銘,施錦川,ctrt,"No. 328, Huanke Rd., Guanyin DistTaoyuan City 328451, Taiwan (R.O.C.)",02-23975268,ctrt6923@chinalab.com.tw,https://www.chinalab.com.tw/index.html,91888000,上市
6924,榮惠集團(開曼)股份有限公司,榮惠-KY創,KY 開曼群島                                                    ,28,台北市內湖區瑞光路102號3樓,532122,劉世璘,許銘哲,吳建芳,財務長,許銘哲,02-27918859,20151012,20241203,新台幣                 10.0000元,208500000,0,0,1,中國信託商業銀行代理部,02-6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,陳&#21843;東,賴宗羲,EIKEI-KY,"3F, No. 102, Ruiguang Road, Neihu DistTaipei City 114, Taiwan",02-27918779,eikei-info@ei-kei.com,https://www.ei-kei.com,20850000,上市
6928,攸泰科技股份有限公司,攸泰科技,－ ,25,台北市內湖區陽光街 300 號 4 樓,53347451,簡民智,謝彥鵬,黃堅真,永續長,謝國材,(02)8751-6008,20110610,20240516,新台幣                 10.0000元,860000000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,張淑瓊,林柏全,UTI,"4F., No.300, Yangguang St., Neihu Dist., Taipei City 11491Taiwan",(02)8797-6535,UTI-Spokesperson@ubiqconn.com,https://www.ubiqconn.com,86000000,上市
6931,青松健康股份有限公司,青松健康,－ ,22,台中市大里區中投西路三段217號,28659672,陳謀,周孟賢,周孟賢,總經理,林育儀,04-2406-0333,20070507,20250115,新台幣                 10.0000元,661521600,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,尹元聖,吳麟,Qing Song,"No. 217, Section 3, Zhongtou West RoadDali District, Taichung City, Taiwan",04-2418-1555,ir@qingsong.com.tw,https://www.qingsong.com.tw/,66152160,上市
6933,艾瑪斯科技控股股份有限公司,AMAX-KY,KY 開曼群島                                                    ,25,"Suite102,Cannon Place,North Sound Rd.,George Town,Cayman",92778956,倪小菁,倪小菁,倪小菁,董事長兼總經理,衛婉倩,(02)77519856,20220104,20231108,新台幣                 10.0000元,422874430,0,0,1,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,張志安,郭加龍,AMAX,"14F., No. 137, Sec. 2, Nanjing E. Rd., Zhongshan DistTaipei ,Taiwan (R.O.C.)",(02)77519856,Investors@amax.com,https://www.amax.tw/,42287443,上市
6936,永鴻國際生技股份有限公司,永鴻生技,－ ,22,新竹縣新豐鄉中崙村中崙290-3號,53703063,鍾威凱,鍾威凱,鍾威凱,董事長,陳怡芬,03-6216688,20120509,20250428,新台幣                 10.0000元,727590000,0,0,2,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,趙敏如,吳佳翰,Vetnostrum,"No. 290-3, Chung Lun Village, HsinfengHsinchu County 30422, Taiwan",03-6216660,IR@vetnostrum.com,https://www.vetnostrum.com/,72759000,上市
6937,天虹科技股份有限公司,天虹,－ ,24,新竹縣竹北市嘉政一街1號6樓,80211920,黃見駱,黃見駱,黃見駱,董事長,易錦良,03-6673055,20020717,20231212,新台幣                 10.0000元,675762630,0,0,1,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,白淑蒨,鄭雅慧,Skytech,"6F., No.1, Jiazheng 1st St., Zhubei City, Hsinchu County 302, TaiwanHsinchu,Taiwan",03-6673056,ir@Skytech.com.tw,http://www.skytech.com.tw,67576263,上市
6944,兆聯實業股份有限公司,兆聯實業,－ ,35,桃園市桃園區桃鶯路439-3號,27585625,林國清,曹逸昌,金保華,財會處協理,周湘菱,03-3620101,20041229,20250528,新台幣                 10.0000元,763083120,0,0,1,富邦綜合證券股務代理部,02-2361-1300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,蔡蓓華,廖福銘,Mega Union,"1F., No.439-3, Taoying Rd.,Taoyuan City, Taoyuan County Taiwan",03-216-6868,GM@megaunion.com.tw,http://www.megaunion-tw.com/,76308312,上市
6949,沛爾生技醫藥股份有限公司,沛爾生醫-創,－ ,22,臺北市內湖區新湖二路87號4樓,59229683,林成龍,林成龍,宋明潭,法務長,劉家琪,(02)8791-1789,20170330,20240308,新台幣                 10.0000元,583920500,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,臺北市重慶南路一段2號5樓,資誠聯合會計師事務所,廖阿甚,鄧聖偉,PELL BMT,"4F.,No.87,Xinhu 2nd Rd.,Neihu Dist.,Taipei City ,Taiwan",(02)8791-1795,pell-service@pellbmt.com,https://www.pellbmt.com,58392050,上市
6951,青新環境工程股份有限公司,青新-創,－ ,35,雲林縣莿桐鄉延平路58-1號,16952840,張芳正,張財榮,張驥,財務經理,張財榮,05-5529255,19990702,20240618,新台幣                 10.0000元,460000000,0,0,1,福邦證券股務代理部,(02)2371-1658,100台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,黃金連,李秀玲,CHIN HSIN,"No.58-1, Yanping Rd., Citong Township,Yunlin County 647008, Taiwan (R.O.C.)",05-5848282,CH16952840@mail.chin-hsin.com.tw,https://www.chin-hsin.com.tw/,46000000,上市
6952,大武山牧場科技股份有限公司,大武山,－ ,20,屏東縣新埤鄉萬隆村平山路68-30號,28554142,林鳳春,魏尚將,魏毓恆,營運長,魏尚將,08-7871888,20070104,20240613,新台幣                 10.0000元,683450000,0,0,1,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,廖阿甚,吳建志,DWS,"No. 68-30, Pingshan Rd., Xinpi TownshipPingtung County, Taiwan (R.O.C.)",08-7871953,ir@dawushan.com.tw,https://www.dawushan.com.tw/,68345000,上市
6955,邦睿生技股份有限公司,邦睿生技-創,－ ,22,台中市大里區工業九路118號4樓,42686138,徐振騰,徐振騰,楊佩&#30494;,財會行政處副總經理,楊婉嫈,(04)2491-2385,20160112,20241206,新台幣                 10.0000元,215659000,0,0,1,第一金證券股務代理部,(02)2563-5711,台北市大安區安和路一段27號6樓,資誠聯合會計師事務所,王玉娟,劉美蘭,BONRAYBIO,"4F., No. 118, Gongye 9th Rd., Dali Dist.Taichung City, Taiwan",(04)2491-2885,ir@bonraybio.com,https://www.bonraybio.com,21565900,上市
6957,裕慶金屬股份有限公司,裕慶-KY,KY 開曼群島                                                    ,20,南投縣南投市永豐里成功三路 122 號,54965803,廖昭宜,廖昭宜,林義唐,財務長,簡子超,049-2257598,20180615,20240625,新台幣                 10.0000元,555129500,0,0,1,中國信託商業銀行股務代理部,02-66365566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,文雅芳,梁益彰,Horizon,"No. 122, Chenggong 3rd Rd., Nantou CityNantou County 54002 ,Taiwan (R.O.C.)",049-2257836,hz-sp@hzfixtures.com,https://www.hzfixtures.com/,55512950,上市
6958,日盛台駿國際租賃股份有限公司,日盛台駿,－ ,20,台北市中山區松江路68號7樓,20896434,簡志明,朱志威,汪光遠,副總經理,鐘悅綺,02-25219898,19810810,20240820,新台幣                 10.0000元,4032893600,0,0,1,群益金鼎證券(股)公司股務代理部,02-27023999,台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,謝東儒,楊承修,INFINITE,"7F., No.68, Songjiang Rd, Zhongshan Dist.,Taipei, Taiwan",02-25716769,ir@inftfinance.com.tw,http://www.inftfinance.com,403289360,上市
6962,ITH Corporation,奕力-KY,KY 開曼群島                                                    ,24,新竹縣竹北市台元二街1號10樓之1,95168979,梁公偉,陳泰元,朱桐和,資深處長,陳聖心,03-5600099,20190110,20241126,新台幣                 10.0000元,4923965650,0,0,1,永豐金證券股份有限公司,02-23816288,臺北市中正區博愛路17號3樓,資誠聯合會計師事務所,劉倩瑜,鄭雅慧,ITH-KY,"10F-1., No. 1, Taiyuan 2nd St.,Zhubei City, Hsinchu County 302 , Taiwan",03-5600055,IR@ITH.LTD,http://www.ilitekholding.com/,492396565,上市
6965,中傑投資控股股份有限公司,中傑-KY,KY 開曼群島                                                    ,37,"Grand Pavilion Coml. Centre, 802 West Bay Rd., P.O. Box32052",533086,劉安哲,劉佑軒,劉佑軒,總經理,陳榮松,(02)26312523,20181220,20250307,新台幣                 10.0000元,1557500000,0,0,1,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張青霞,邱盟捷,CJ,"3F., No. 262, Sec. 6, Minquan E. Rd., Neihu Dist.,Taipei City 114746, Taiwan (R.O.C.)",(02)26312517,ir@chungjye.com.tw,http://www.chungjye.com,155750000,上市
6969,成信實業股份有限公司,成信實業*-創,－ ,35,台南市柳營區環園東路一段23號,85031237,陳鵬,謝雅敏,謝雅敏,總經理,詹子瑩,06-6233293,20191030,20240909,無面額,549197200,0,0,1,群益金鼎證券(股)公司股務代理部,02-27023999,10601台北市大安區敦化南路二段97號地下二樓,資誠聯合會計師事務所,徐潔如,徐聖忠,Transcene,"No. 23, Sec. 1, Huanyuan E. Rd., Liuying DistTainan City 736006, Taiwan",06-6233297,transcene@transcene.com.tw,https://www.transcene.com.tw,38142903,上市
6988,威力暘電子股份有限公司,威力暘-創,－ ,12,新竹縣竹北市台元二街12號11樓之8,28950255,劉一郎,劉一郎,劉一郎,總經理,楊玉穗,03-5601601,20080326,20241023,新台幣                 10.0000元,476000000,0,0,1,兆豐證券(股)公司股務代理部,(02)3393-0898,臺北市中正區忠孝東路二段95號1樓,資誠聯合會計師事務所,江采燕,李典易,WELLYSUN,"Rm. 8, 11F., No. 12, Taiyuan 2nd St., Zhubei CityHsinchu County 302082, Taiwan (R.O.C.)",03-5601602,ir@wellysun.com.tw,https://www.wellysun.com.tw/,47600000,上市
6994,富威電力股份有限公司,富威電力,－ ,35,新北市土城區中央路四段49號,82921412,胡惠森,郝遐鵬,郝遐鵬,總經理,吳泰澄,(02)2269-9888,20190628,20250115,新台幣                 10.0000元,705000000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,周筱姿,陳&#21843;東,FWP,"No.49,Sec.4,Zhongyang Rd.,Tucheng Dist.New Taipei City 236040,Taiwan(R.O.C.)",(02)2269-9888,ir@fwp.com.tw,https://www.fwp.com.tw,70500000,上市
7631,聚賢研發股份有限公司,聚賢研發-創,－ ,31,新竹市東區林森路231號9樓,59075364,曾國強,鄭惠芸,鄭惠芸,總經理,徐&#29687;宗,03-5336381,20180123,20250313,新台幣                 10.0000元,198000000,0,0,1,宏遠證券股份有限公司,(02)23268818,台北市大安區信義路四段236號3樓,安永聯合會計師事務所,黃靖雅,羅文振,GENIIDEAS,"9F, No. 231, Linsen Rd., East Dist.,Hsinchu City , ROC",03-5336391,service@geniideas.com.tw,https://www.geniideas.com.tw/,19800000,上市
7705,三商餐飲股份有限公司,三商餐飲,－ ,16,台北市中山區建國北路二段145號5樓,97301707,陳翔玢,陳翔玢,趙惠玲,財會處協理,洪以倩,(02)2503-8111,19961207,20241126,新台幣                 10.0000元,660673040,0,0,1,宏遠證券股份有限公司股務代理部,(02)2326-8818,台北市大安區信義路四段236號3樓,安侯建業聯合會計師事務所,于紀隆,梅元貞,Mercuries F&B,"5F., No. 145, Sec. 2, Jianguo N. Rd.,Taipei City , Taiwan, R.O.C",(02)2515-4729,IR@mfb.com.tw,https://www.mfb.com.tw/,66067304,上市
7721,微程式資訊股份有限公司,微程式,－ ,36,台中市西屯區市政路402號6樓之2,89798198,吳騰彥,吳騰彥,劉育成,協理,周秀潔,04-23692699,19951204,20250729,新台幣                 10.0000元,500578450,5000000,0,1,富邦綜合證券股份有限公司,02-2361-1300,臺北市中正區許昌街17號11樓,安侯建業聯合會計師事務所,張字信,陳政學,MICROPROGRAM,"6F.-2, No.402, Shizheng Rd, Xitun DistTaichung City .,Taiwan",04-22588577,grace@program.com.tw,https://www.program.com.tw/,50057845,上市
7722,連加網路商業股份有限公司,LINEPAY,－ ,36,臺北市中山區敬業一路2號13樓,24941093,丁雄注,丁雄注,張希雯,資深副總經理,洪宇萱,02-35187600,20150303,20241205,新台幣                 10.0000元,680000000,0,0,1,富邦綜合證券股份有限公司,02-23611300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,陳薔旬,虞成全,LINEPAY,"13F., No. 2, Jingye 1st Rd.,Zhongshan Dist., Taipei City 104, Taiwan",02-25329228,lptwir@linecorp.com,https://pay.line.me/portal/tw/main,68000000,上市
7732,金興精密工業股份有限公司,金興精密,－ ,12,桃園市平鎮區工業一路3號,23230525,施春景,施春景,賴宗彥,財務長,施孟謹,03-4195988,19890328,20250114,新台幣                 10.0000元,660000000,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台&#63843;市中正區忠孝西&#63799;一段6號6&#63820;,資誠聯合會計師事務所,林瑟凱,陳&#21843;東,KING SHING,"No. 3, Gongye 1st Rd., Yongfeng Vil., Pingzhen Dist.,Taoyuan City 32461, Taiwan (R.O.C.)",03-4195405,ir@kingshing.com,https://www.kingshing.com,66000000,上市
7736,虎山實業股份有限公司,虎山,－ ,12,新北市瑞芳區頂坪路瑞芳工業區3號,34556891,陳映志,陳映志,蘇家慧,會計經理,賴紫晴,(02)2496-5566,19830110,20250318,新台幣                 10.0000元,760000000,0,0,1,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,辛宥呈,翁雅玲,HUSHAN,"No. 3, Ruifang Industrial Park, Dingping Rd.,Ruifang Dist.,New Taipei City  , Taiwan (R.O.C.)",(02)2496-7899,investor@hushan.com.tw,http://www.huhandle.com/,76000000,上市
7740,熙特爾新能源股份有限公司,熙特爾-創,－ ,35,臺北市松山區南京東路5段89號12樓,55118186,林聖澤,陳伯勳,張雅怡,財務經理,吳政哲,02-86655650,20170913,20250616,新台幣                 10.0000元,532000000,0,0,1,宏遠證券股份有限公司股務代理部,02-23268818,台北市信義路4段236號3樓,勤業眾信聯合會計師事務所,劉怡青,邱政俊,SEETEL,"12F., No. 89, Sec. 5, Nanjing E. Rd., Songshan Dist.,Taipei City , Taiwan",02-86655651,service@seetel-energy.com,https://www.seetel-energy.com/,53200000,上市
7749,意騰科技股份有限公司,意騰-KY,KY 開曼群島                                                    ,24,新竹縣竹北市復興三路二段168號11樓之3,60204448,顏志展,顏志展,許維新,副總經理,洪仕達,03-6029928,20160527,20250613,新台幣                 10.0000元,464857280,0,0,1,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,胡慎緁,邱琬茹,iGo-KY,"11F-3, No.168, Sec.2, Fuxing 3rd Rd.Zhubei City, Hsinchu County, Taiwan",03-6029938,spokesperson@intelli-go.com,http://www.intelli-go.com,46485728,上市
8011,台通光電股份有限公司,台通,－ ,27,新北市新莊區福慧路219號9樓,12362365,李慶煌,李宜娟,鄭鈺穎,財務部協理,李宜娟,(02)2299-1066,19811221,20110919,新台幣                 10.0000元,1659218910,0,0,1,富邦綜合證券(股)公 司,(02)2361-1300,台北市100中正區許昌街17號11樓,勤業眾信聯合會計師事務所,謝東儒,李冠豪,TTCC,"9th Floor, No. 219, Fuhui RdXinzhuang District, New Taipei City ,ROC",(02)2299-3958,adm@ttcc.com.tw,www.ttcc.com.tw,165921891,上市
8016,矽創電子股份有限公司,矽創,－ ,24,新竹縣竹北市台元一街5號11樓之1,86735240,毛穎文,劉孟煌,黃英記,處長,孫偉業,03-5526500,19920709,20031225,新台幣                 10.0000元,1201368760,0,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,張雅芸,蔡美貞,Sitronix　　,"11F-1, No.5, Taiyuan 1st St.,Zhubei City, Hsinchu County 302, Taiwan",03-5526501,ir@sitronix.com.tw,http://www.sitronix.com.tw,120136876,上市
8021,尖點科技股份有限公司,尖點,－ ,31,新北市樹林區佳園路三段203號,96912835,林序庭,林若萍,張啟訓,總經理特助,柯梨青,(02)26805868,19960412,20080121,新台幣                 10.0000元,1421804670,0,0,1,福邦證券股份有限公司,(02)2371-1658,10041台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,廖婉怡,謝建新,Topoint　　,"No.203,Sec.3,Jiayuan Rd.,Shulin District,New Taipei City,Taiwan,R.O.C.　　",(02)26807588,IR@topoint.tw,http://www.topoint.tw/,142180467,上市
